Info 0    [22:58:41.572] Starting TS Server
Info 576  [23:01:01.691] collectAutoImports: done in 9.947332009673119 ms
Info 577  [23:01:01.691] getCompletionData: Semantic work: 11.872316002845764
Info 578  [23:01:01.699] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.335000991821289
Info 579  [23:01:01.703] getCompletionData: Get current token: 0.009788990020751953
Info 580  [23:01:01.703] getCompletionData: Is inside comment: 0.02051900327205658
Info 581  [23:01:01.703] getCompletionData: Get previous token 1: 0.015199005603790283
Info 582  [23:01:01.703] getCompletionData: Get previous token 2: 0.012282997369766235
Info 583  [23:01:01.704] getCompletionsAtPosition: isCompletionListBlocker: 0.004457995295524597
Info 584  [23:01:01.705] collectAutoImports: starting, not resolving module specifiers
Info 585  [23:01:01.706] collectAutoImports: module specifier cache size: 547
Info 586  [23:01:01.708] getSymbolToExportInfoMap: cache hit
Info 587  [23:01:01.713] collectAutoImports: done in 7.483288004994392 ms
Info 588  [23:01:01.713] getCompletionData: Semantic work: 9.62780798971653
Info 589  [23:01:01.719] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.778729006648064
Info 590  [23:01:01.749] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 591  [23:01:01.765] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false Elapsed: 16.172778010368347ms
Info 592  [23:01:01.765] Different program with same set of files:: structureIsReused:: 2
Info 593  [23:01:01.765] getCompletionData: Get current token: 0.008485987782478333
Info 594  [23:01:01.765] getCompletionData: Is inside comment: 0.01445700228214264
Info 595  [23:01:01.765] getCompletionData: Get previous token 1: 0.009608998894691467
Info 596  [23:01:01.765] getCompletionData: Get previous token 2: 0.009458005428314209
Info 597  [23:01:01.765] getCompletionsAtPosition: isCompletionListBlocker: 0.003786996006965637
Info 598  [23:01:01.767] collectAutoImports: starting, not resolving module specifiers
Info 599  [23:01:01.767] collectAutoImports: module specifier cache size: 547
Info 600  [23:01:01.769] getSymbolToExportInfoMap: cache hit
Info 601  [23:01:01.773] collectAutoImports: done in 5.733564987778664 ms
Info 602  [23:01:01.773] getCompletionData: Semantic work: 7.665923997759819
Info 603  [23:01:01.779] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.018754005432129
Info 604  [23:01:01.783] getCompletionData: Get current token: 0.008606001734733582
Info 605  [23:01:01.783] getCompletionData: Is inside comment: 0.014548003673553467
Info 606  [23:01:01.783] getCompletionData: Get previous token 1: 0.010149002075195312
Info 607  [23:01:01.783] getCompletionData: Get previous token 2: 0.008775994181632996
Info 608  [23:01:01.783] getCompletionsAtPosition: isCompletionListBlocker: 0.004669010639190674
Info 609  [23:01:01.785] collectAutoImports: starting, not resolving module specifiers
Info 610  [23:01:01.785] collectAutoImports: module specifier cache size: 547
Info 611  [23:01:01.787] getSymbolToExportInfoMap: cache hit
Info 612  [23:01:01.791] collectAutoImports: done in 6.240665003657341 ms
Info 613  [23:01:01.791] getCompletionData: Semantic work: 8.192549988627434
Info 614  [23:01:01.799] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.602012008428574
Info 615  [23:01:01.803] getCompletionData: Get current token: 0.008466005325317383
Info 616  [23:01:01.803] getCompletionData: Is inside comment: 0.01541900634765625
Info 617  [23:01:01.803] getCompletionData: Get previous token 1: 0.00998900830745697
Info 618  [23:01:01.803] getCompletionData: Get previous token 2: 0.008735999464988708
Info 619  [23:01:01.803] getCompletionsAtPosition: isCompletionListBlocker: 0.004308000206947327
Info 620  [23:01:01.805] collectAutoImports: starting, not resolving module specifiers
Info 621  [23:01:01.805] collectAutoImports: module specifier cache size: 547
Info 622  [23:01:01.807] getSymbolToExportInfoMap: cache hit
Info 623  [23:01:01.812] collectAutoImports: done in 6.782891005277634 ms
Info 624  [23:01:01.812] getCompletionData: Semantic work: 8.722021996974945
Info 625  [23:01:01.818] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.054793000221252
Info 626  [23:01:01.822] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 627  [23:01:01.837] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false Elapsed: 15.420663997530937ms
Info 628  [23:01:01.837] Different program with same set of files:: structureIsReused:: 2
Info 629  [23:01:01.837] getCompletionData: Get current token: 0.008806005120277405
Info 630  [23:01:01.838] getCompletionData: Is inside comment: 0.01514899730682373
Info 631  [23:01:01.838] getCompletionData: Get previous token 1: 0.010078996419906616
Info 632  [23:01:01.838] getCompletionData: Get previous token 2: 0.00998900830745697
Info 633  [23:01:01.838] getCompletionsAtPosition: isCompletionListBlocker: 0.004217997193336487
Info 634  [23:01:01.840] collectAutoImports: starting, not resolving module specifiers
Info 635  [23:01:01.840] collectAutoImports: module specifier cache size: 547
Info 636  [23:01:01.842] getSymbolToExportInfoMap: cache hit
Info 637  [23:01:01.845] collectAutoImports: done in 5.152474999427795 ms
Info 638  [23:01:01.845] getCompletionData: Semantic work: 7.282848998904228
Info 639  [23:01:01.850] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.413850009441376
Info 640  [23:01:01.854] getCompletionData: Get current token: 0.009066998958587646
Info 641  [23:01:01.854] getCompletionData: Is inside comment: 0.014817997813224792
Info 642  [23:01:01.854] getCompletionData: Get previous token 1: 0.010269999504089355
Info 643  [23:01:01.854] getCompletionData: Get previous token 2: 0.008796989917755127
Info 644  [23:01:01.854] getCompletionsAtPosition: isCompletionListBlocker: 0.004739001393318176
Info 645  [23:01:01.856] collectAutoImports: starting, not resolving module specifiers
Info 646  [23:01:01.856] collectAutoImports: module specifier cache size: 547
Info 647  [23:01:01.858] getSymbolToExportInfoMap: cache hit
Info 648  [23:01:01.861] collectAutoImports: done in 4.73845000565052 ms
Info 649  [23:01:01.861] getCompletionData: Semantic work: 6.689254000782967
Info 650  [23:01:01.865] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.604117006063461
Info 651  [23:01:01.871] getCompletionData: Get current token: 0.009057000279426575
Info 652  [23:01:01.871] getCompletionData: Is inside comment: 0.014607995748519897
Info 653  [23:01:01.871] getCompletionData: Get previous token 1: 0.010039001703262329
Info 654  [23:01:01.871] getCompletionData: Get previous token 2: 0.008726999163627625
Info 655  [23:01:01.871] getCompletionsAtPosition: isCompletionListBlocker: 0.00466899573802948
Info 656  [23:01:01.873] collectAutoImports: starting, not resolving module specifiers
Info 657  [23:01:01.873] collectAutoImports: module specifier cache size: 547
Info 658  [23:01:01.875] getSymbolToExportInfoMap: cache hit
Info 659  [23:01:01.878] collectAutoImports: done in 5.080068007111549 ms
Info 660  [23:01:01.878] getCompletionData: Semantic work: 6.885243996977806
Info 661  [23:01:01.883] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.7872540056705475
Info 662  [23:01:01.886] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 663  [23:01:01.901] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false Elapsed: 14.923091992735863ms
Info 664  [23:01:01.901] Different program with same set of files:: structureIsReused:: 2
Info 665  [23:01:01.902] getCompletionData: Get current token: 0.009007006883621216
Info 666  [23:01:01.902] getCompletionData: Is inside comment: 0.01557999849319458
Info 667  [23:01:01.902] getCompletionData: Get previous token 1: 0.011191010475158691
Info 668  [23:01:01.902] getCompletionData: Get previous token 2: 0.011352002620697021
Info 669  [23:01:01.902] getCompletionsAtPosition: isCompletionListBlocker: 0.004718989133834839
Info 670  [23:01:01.904] collectAutoImports: starting, not resolving module specifiers
Info 671  [23:01:01.904] collectAutoImports: module specifier cache size: 547
Info 672  [23:01:01.906] getSymbolToExportInfoMap: cache hit
Info 673  [23:01:01.924] collectAutoImports: done in 19.512380003929138 ms
Info 674  [23:01:01.924] getCompletionData: Semantic work: 22.04279200732708
Info 675  [23:01:01.948] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 24.349218994379044
Info 676  [23:01:01.961] getCompletionData: Get current token: 0.00917699933052063
Info 677  [23:01:01.961] getCompletionData: Is inside comment: 0.017263010144233704
Info 678  [23:01:01.961] getCompletionData: Get previous token 1: 0.01129201054573059
Info 679  [23:01:01.961] getCompletionData: Get previous token 2: 0.007234007120132446
Info 680  [23:01:01.961] getCompletionsAtPosition: isCompletionListBlocker: 0.004298001527786255
Info 681  [23:01:01.963] collectAutoImports: starting, not resolving module specifiers
Info 682  [23:01:01.963] collectAutoImports: module specifier cache size: 547
Info 683  [23:01:01.966] getSymbolToExportInfoMap: cache hit
Info 684  [23:01:01.992] collectAutoImports: done in 28.670919999480247 ms
Info 685  [23:01:01.992] getCompletionData: Semantic work: 30.935216009616852
Info 686  [23:01:02.020] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 25.787812009453773
Info 687  [23:01:02.031] getCompletionData: Get current token: 0.010089010000228882
Info 688  [23:01:02.032] getCompletionData: Is inside comment: 0.016561001539230347
Info 689  [23:01:02.032] getCompletionData: Get previous token 1: 0.011521995067596436
Info 690  [23:01:02.032] getCompletionData: Get previous token 2: 0.007664993405342102
Info 691  [23:01:02.032] getCompletionsAtPosition: isCompletionListBlocker: 0.005461007356643677
Info 692  [23:01:02.036] collectAutoImports: starting, not resolving module specifiers
Info 693  [23:01:02.036] collectAutoImports: module specifier cache size: 547
Info 694  [23:01:02.038] getSymbolToExportInfoMap: cache hit
Info 695  [23:01:02.060] collectAutoImports: done in 23.897873997688293 ms
Info 696  [23:01:02.060] getCompletionData: Semantic work: 28.043933004140854
Info 697  [23:01:02.070] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.234004989266396
Info 698  [23:01:02.116] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 699  [23:01:02.128] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false Elapsed: 11.948571011424065ms
Info 700  [23:01:02.128] Different program with same set of files:: structureIsReused:: 2
Info 701  [23:01:02.128] getCompletionData: Get current token: 0.009498000144958496
Info 702  [23:01:02.128] getCompletionData: Is inside comment: 0.02037900686264038
Info 703  [23:01:02.128] getCompletionData: Get previous token 1: 0.012723997235298157
Info 704  [23:01:02.128] getCompletionData: Get previous token 2: 0.012544006109237671
Info 705  [23:01:02.128] getCompletionsAtPosition: isCompletionListBlocker: 0.003586992621421814
Info 706  [23:01:02.128] Returning an empty list because completion was requested in an invalid position.
Info 707  [23:01:02.128] getCompletionData: Get current token: 0.0058209896087646484
Info 708  [23:01:02.129] getCompletionData: Is inside comment: 0.01507800817489624
Info 709  [23:01:02.129] getCompletionData: Get previous token 1: 0.011932000517845154
Info 710  [23:01:02.129] getCompletionData: Get previous token 2: 0.010319992899894714
Info 711  [23:01:02.129] getCompletionsAtPosition: isCompletionListBlocker: 0.0026040077209472656
Info 712  [23:01:02.129] Returning an empty list because completion was requested in an invalid position.
Info 713  [23:01:02.129] getCompletionData: Get current token: 0.005440011620521545
Info 714  [23:01:02.129] getCompletionData: Is inside comment: 0.015209004282951355
Info 715  [23:01:02.129] getCompletionData: Get previous token 1: 0.011942997574806213
Info 716  [23:01:02.129] getCompletionData: Get previous token 2: 0.013034000992774963
Info 717  [23:01:02.129] getCompletionsAtPosition: isCompletionListBlocker: 0.0023140013217926025
Info 718  [23:01:02.129] Returning an empty list because completion was requested in an invalid position.
Info 719  [23:01:02.129] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 720  [23:01:02.142] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false Elapsed: 12.912326008081436ms
Info 721  [23:01:02.142] Different program with same set of files:: structureIsReused:: 2
Info 722  [23:01:02.142] getCompletionData: Get current token: 0.008315995335578918
Info 723  [23:01:02.142] getCompletionData: Is inside comment: 0.016500994563102722
Info 724  [23:01:02.142] getCompletionData: Get previous token 1: 0.013274997472763062
Info 725  [23:01:02.142] getCompletionData: Get previous token 2: 0.011671990156173706
Info 726  [23:01:02.142] getCompletionsAtPosition: isCompletionListBlocker: 0.0028159916400909424
Info 727  [23:01:02.142] Returning an empty list because completion was requested in an invalid position.
Info 728  [23:01:02.862] getCompletionData: Get current token: 0.015278995037078857
Info 729  [23:01:02.862] getCompletionData: Is inside comment: 0.041658997535705566
Info 730  [23:01:02.862] getCompletionData: Get previous token 1: 0.030557990074157715
Info 731  [23:01:02.862] getCompletionData: Get previous token 2: 0.028314009308815002
Info 732  [23:01:02.862] getCompletionsAtPosition: isCompletionListBlocker: 0.0075239986181259155
Info 733  [23:01:02.862] Returning an empty list because completion was requested in an invalid position.
Info 734  [23:01:02.862] getCompletionData: Get current token: 0.013495996594429016
Info 735  [23:01:02.862] getCompletionData: Is inside comment: 0.03866399824619293
Info 736  [23:01:02.862] getCompletionData: Get previous token 1: 0.02975599467754364
Info 737  [23:01:02.862] getCompletionData: Get previous token 2: 0.023284003138542175
Info 738  [23:01:02.863] getCompletionsAtPosition: isCompletionListBlocker: 0.005520999431610107
Info 739  [23:01:02.863] Returning an empty list because completion was requested in an invalid position.
Info 740  [23:01:03.069] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 741  [23:01:03.097] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false Elapsed: 28.43895100057125ms
Info 742  [23:01:03.097] Different program with same set of files:: structureIsReused:: 2
Info 743  [23:01:06.065] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 744  [23:01:06.082] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false Elapsed: 16.309327006340027ms
Info 745  [23:01:06.082] Different program with same set of files:: structureIsReused:: 2
Info 746  [23:01:06.082] getCompletionData: Get current token: 0.01836499571800232
Info 747  [23:01:06.082] getCompletionData: Is inside comment: 0.01816399395465851
Info 748  [23:01:06.082] getCompletionData: Get previous token 1: 0.012694001197814941
Info 749  [23:01:06.082] getCompletionData: Get previous token 2: 0.014497995376586914
Info 750  [23:01:06.082] getCompletionsAtPosition: isCompletionListBlocker: 0.01816500723361969
Info 751  [23:01:06.091] collectAutoImports: starting, not resolving module specifiers
Info 752  [23:01:06.091] collectAutoImports: module specifier cache size: 547
Info 753  [23:01:06.094] getSymbolToExportInfoMap: cache hit
Info 754  [23:01:06.105] collectAutoImports: done in 14.703437000513077 ms
Info 755  [23:01:06.105] getCompletionData: Semantic work: 23.033015996217728
Info 756  [23:01:06.129] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.069064006209373
Info 757  [23:01:06.639] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 758  [23:01:06.667] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false Elapsed: 27.96230900287628ms
Info 759  [23:01:06.667] Different program with same set of files:: structureIsReused:: 2
Info 760  [23:01:06.993] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 761  [23:01:07.021] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false Elapsed: 27.12917099893093ms
Info 762  [23:01:07.021] Different program with same set of files:: structureIsReused:: 2
Info 763  [23:01:07.022] getCompletionData: Get current token: 0.02806299924850464
Info 764  [23:01:07.022] getCompletionData: Is inside comment: 0.04954400658607483
Info 765  [23:01:07.022] getCompletionData: Get previous token 1: 0.03641900420188904
Info 766  [23:01:07.022] getCompletionData: Get previous token 2: 0.04259099066257477
Info 767  [23:01:07.022] getCompletionsAtPosition: isCompletionListBlocker: 0.03255200386047363
Info 768  [23:01:07.027] collectAutoImports: starting, not resolving module specifiers
Info 769  [23:01:07.027] collectAutoImports: module specifier cache size: 547
Info 770  [23:01:07.030] getSymbolToExportInfoMap: cache hit
Info 771  [23:01:07.053] collectAutoImports: done in 26.10486200451851 ms
Info 772  [23:01:07.053] getCompletionData: Semantic work: 30.84044700860977
Info 773  [23:01:07.079] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 22.9855770021677
Info 774  [23:01:07.263] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 775  [23:01:07.292] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false Elapsed: 28.915952995419502ms
Info 776  [23:01:07.292] Different program with same set of files:: structureIsReused:: 2
Info 777  [23:01:07.711] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 778  [23:01:07.735] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false Elapsed: 24.50661599636078ms
Info 779  [23:01:07.735] Different program with same set of files:: structureIsReused:: 2
Info 780  [23:01:08.064] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 781  [23:01:08.089] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false Elapsed: 24.92212300002575ms
Info 782  [23:01:08.089] Different program with same set of files:: structureIsReused:: 2
Info 783  [23:01:08.227] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 784  [23:01:08.245] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false Elapsed: 18.0317479968071ms
Info 785  [23:01:08.246] Different program with same set of files:: structureIsReused:: 2
Info 786  [23:01:08.246] getCompletionData: Get current token: 0.026118993759155273
Info 787  [23:01:08.246] getCompletionData: Is inside comment: 0.045595988631248474
Info 788  [23:01:08.246] getCompletionData: Get previous token 1: 0.03293199837207794
Info 789  [23:01:08.246] getCompletionData: Get previous token 2: 0.03661899268627167
Info 790  [23:01:08.247] getCompletionsAtPosition: isCompletionListBlocker: 0.029896005988121033
Info 791  [23:01:08.251] collectAutoImports: starting, not resolving module specifiers
Info 792  [23:01:08.251] collectAutoImports: module specifier cache size: 547
Info 793  [23:01:08.254] getSymbolToExportInfoMap: cache hit
Info 794  [23:01:08.288] collectAutoImports: done in 37.027300000190735 ms
Info 795  [23:01:08.288] getCompletionData: Semantic work: 41.41517700254917
Info 796  [23:01:08.308] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.099932998418808
Info 797  [23:01:08.448] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 798  [23:01:08.468] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 20.17016600072384ms
Info 799  [23:01:08.468] Different program with same set of files:: structureIsReused:: 2
Info 800  [23:01:08.469] getCompletionData: Get current token: 0.02802300453186035
Info 801  [23:01:08.469] getCompletionData: Is inside comment: 0.044995009899139404
Info 802  [23:01:08.469] getCompletionData: Get previous token 1: 0.03692999482154846
Info 803  [23:01:08.469] getCompletionData: Get previous token 2: 0.029244989156723022
Info 804  [23:01:08.469] getCompletionsAtPosition: isCompletionListBlocker: 0.030396997928619385
Info 805  [23:01:08.494] collectAutoImports: starting, not resolving module specifiers
Info 806  [23:01:08.494] collectAutoImports: module specifier cache size: 547
Info 807  [23:01:08.498] getSymbolToExportInfoMap: cache hit
Info 808  [23:01:08.519] collectAutoImports: done in 25.371373012661934 ms
Info 809  [23:01:08.519] getCompletionData: Semantic work: 50.1013720035553
Info 810  [23:01:08.533] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.093418002128601
Info 811  [23:01:08.542] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 812  [23:01:08.553] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false Elapsed: 10.890698000788689ms
Info 813  [23:01:08.553] Different program with same set of files:: structureIsReused:: 2
Info 814  [23:01:08.553] getCompletionData: Get current token: 0.009588003158569336
Info 815  [23:01:08.553] getCompletionData: Is inside comment: 0.018435001373291016
Info 816  [23:01:08.553] getCompletionData: Get previous token 1: 0.013735994696617126
Info 817  [23:01:08.553] getCompletionData: Get previous token 2: 0.016309991478919983
Info 818  [23:01:08.553] getCompletionsAtPosition: isCompletionListBlocker: 0.022603005170822144
Info 819  [23:01:08.555] collectAutoImports: starting, not resolving module specifiers
Info 820  [23:01:08.555] collectAutoImports: module specifier cache size: 547
Info 821  [23:01:08.558] getSymbolToExportInfoMap: cache hit
Info 822  [23:01:08.561] collectAutoImports: done in 5.724406987428665 ms
Info 823  [23:01:08.561] getCompletionData: Semantic work: 7.807811006903648
Info 824  [23:01:08.568] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 6.4728550016880035
Info 825  [23:01:08.571] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 826  [23:01:08.585] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false Elapsed: 14.10989299416542ms
Info 827  [23:01:08.586] Different program with same set of files:: structureIsReused:: 2
Info 828  [23:01:08.586] getCompletionData: Get current token: 0.009958997368812561
Info 829  [23:01:08.586] getCompletionData: Is inside comment: 0.018685996532440186
Info 830  [23:01:08.586] getCompletionData: Get previous token 1: 0.014016002416610718
Info 831  [23:01:08.586] getCompletionData: Get previous token 2: 0.014877989888191223
Info 832  [23:01:08.586] getCompletionsAtPosition: isCompletionListBlocker: 0.027311012148857117
Info 833  [23:01:08.588] collectAutoImports: starting, not resolving module specifiers
Info 834  [23:01:08.589] collectAutoImports: module specifier cache size: 547
Info 835  [23:01:08.591] getSymbolToExportInfoMap: cache hit
Info 836  [23:01:08.595] collectAutoImports: done in 6.20932599902153 ms
Info 837  [23:01:08.595] getCompletionData: Semantic work: 8.705721989274025
Info 838  [23:01:08.603] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.777634993195534
Info 839  [23:01:08.609] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 840  [23:01:08.628] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false Elapsed: 19.14214999973774ms
Info 841  [23:01:08.628] Different program with same set of files:: structureIsReused:: 2
Info 842  [23:01:08.628] getCompletionData: Get current token: 0.015830010175704956
Info 843  [23:01:08.628] getCompletionData: Is inside comment: 0.02749200165271759
Info 844  [23:01:08.629] getCompletionData: Get previous token 1: 0.02100999653339386
Info 845  [23:01:08.629] getCompletionData: Get previous token 2: 0.028623998165130615
Info 846  [23:01:08.629] getCompletionsAtPosition: isCompletionListBlocker: 0.02778300642967224
Info 847  [23:01:08.632] collectAutoImports: starting, not resolving module specifiers
Info 848  [23:01:08.632] collectAutoImports: module specifier cache size: 547
Info 849  [23:01:08.636] getSymbolToExportInfoMap: cache hit
Info 850  [23:01:08.641] collectAutoImports: done in 8.593778997659683 ms
Info 851  [23:01:08.641] getCompletionData: Semantic work: 12.160683006048203
Info 852  [23:01:08.648] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.154435992240906
Info 853  [23:01:08.663] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 854  [23:01:08.677] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false Elapsed: 13.853376999497414ms
Info 855  [23:01:08.677] Different program with same set of files:: structureIsReused:: 2
Info 856  [23:01:08.678] getCompletionData: Get current token: 0.012884989380836487
Info 857  [23:01:08.678] getCompletionData: Is inside comment: 0.020458996295928955
Info 858  [23:01:08.678] getCompletionData: Get previous token 1: 0.015229001641273499
Info 859  [23:01:08.678] getCompletionData: Get previous token 2: 0.015669986605644226
Info 860  [23:01:08.678] getCompletionsAtPosition: isCompletionListBlocker: 0.018494993448257446
Info 861  [23:01:08.681] collectAutoImports: starting, not resolving module specifiers
Info 862  [23:01:08.681] collectAutoImports: module specifier cache size: 547
Info 863  [23:01:08.684] getSymbolToExportInfoMap: cache hit
Info 864  [23:01:08.687] collectAutoImports: done in 5.697957009077072 ms
Info 865  [23:01:08.687] getCompletionData: Semantic work: 8.937359988689423
Info 866  [23:01:08.693] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.9026049971580505
Info 867  [23:01:09.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 868  [23:01:09.529] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false Elapsed: 24.245141997933388ms
Info 869  [23:01:09.529] Different program with same set of files:: structureIsReused:: 2
Info 870  [23:01:10.152] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 871  [23:01:10.175] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false Elapsed: 23.19903999567032ms
Info 872  [23:01:10.175] Different program with same set of files:: structureIsReused:: 2
Info 873  [23:01:10.178] getCompletionData: Get current token: 0.021119996905326843
Info 874  [23:01:10.178] getCompletionData: Is inside comment: 0.008376002311706543
Info 875  [23:01:10.178] getCompletionData: Get previous token 1: 0.04598701000213623
Info 876  [23:01:10.178] getCompletionData: Get previous token 2: 0.044203996658325195
Info 877  [23:01:10.178] getCompletionsAtPosition: isCompletionListBlocker: 0.1027739942073822
Info 878  [23:01:10.183] collectAutoImports: starting, not resolving module specifiers
Info 879  [23:01:10.183] collectAutoImports: module specifier cache size: 547
Info 880  [23:01:10.186] getSymbolToExportInfoMap: cache hit
Info 881  [23:01:10.212] collectAutoImports: done in 28.97818200290203 ms
Info 882  [23:01:10.212] getCompletionData: Semantic work: 33.489012002944946
Info 883  [23:01:10.238] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 25.853115007281303
Info 884  [23:01:10.475] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 885  [23:01:10.489] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false Elapsed: 13.486071988940239ms
Info 886  [23:01:10.489] Different program with same set of files:: structureIsReused:: 2
Info 887  [23:01:10.724] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 888  [23:01:10.758] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 91 structureChanged: false Elapsed: 33.42465999722481ms
Info 889  [23:01:10.758] Different program with same set of files:: structureIsReused:: 2
Info 890  [23:01:10.759] getCompletionData: Get current token: 0.040876999497413635
Info 891  [23:01:10.759] getCompletionData: Is inside comment: 0.09764499962329865
Info 892  [23:01:10.759] getCompletionData: Get previous token 1: 0.07603399455547333
Info 893  [23:01:10.759] getCompletionsAtPosition: isCompletionListBlocker: 0.022082000970840454
Info 894  [23:01:10.766] getCompletionData: Semantic work: 6.081472992897034
Info 895  [23:01:10.774] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 2.9137369990348816
Info 896  [23:01:10.945] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 897  [23:01:10.970] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 92 structureChanged: false Elapsed: 24.942973002791405ms
Info 898  [23:01:10.970] Different program with same set of files:: structureIsReused:: 2
Info 899  [23:01:11.671] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 900  [23:01:11.701] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 93 structureChanged: false Elapsed: 30.341082006692886ms
Info 901  [23:01:11.701] Different program with same set of files:: structureIsReused:: 2
Info 902  [23:01:12.379] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 903  [23:01:12.405] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 94 structureChanged: false Elapsed: 26.18284000456333ms
Info 904  [23:01:12.405] Different program with same set of files:: structureIsReused:: 2
Info 905  [23:01:12.406] getCompletionData: Get current token: 0.07385000586509705
Info 906  [23:01:12.406] getCompletionData: Is inside comment: 0.018626004457473755
Info 907  [23:01:12.406] getCompletionData: Get previous token 1: 0.06966100633144379
Info 908  [23:01:12.406] getCompletionsAtPosition: isCompletionListBlocker: 0.009196996688842773
Info 909  [23:01:12.408] getCompletionData: Semantic work: 2.0572640001773834
Info 910  [23:01:12.426] getCompletionData: Get current token: 0.048521995544433594
Info 911  [23:01:12.426] getCompletionData: Is inside comment: 0.014247000217437744
Info 912  [23:01:12.427] getCompletionData: Get previous token 1: 0.05229899287223816
Info 913  [23:01:12.427] getCompletionsAtPosition: isCompletionListBlocker: 0.017994001507759094
